npi,primary_specialty,taxonomy_code,license_state,license_issuance_year
1771135088,Dermatology,207N00000X,OH,2008
1400298463,Orthopaedic Surgery,207X00000X,NY,2008
1621290752,Pathology,207ZB0001X,OH,2007
1461558102,Emergency Medicine,207P00000X,OK,2009
1124932595,Family Medicine,207Q00000X,CT,1997
1075886360,Emergency Medicine,207P00000X,CO,1998
1805343914,Obstetrics & Gynecology,207V00000X,CA,2008
1868555719,Internal Medicine,207R00000X,FL,1999
1943388573,Psychiatry & Neurology,2084A0401X,CA,2013
1828121107,Pediatrics,208000000X,MD,1991
1770175010,Obstetrics & Gynecology,207V00000X,MN,1994
1779291305,Family Medicine,207Q00000X,CA,2010
1315725055,Ophthalmology,207W00000X,NM,2016
1295902575,Internal Medicine,207R00000X,FL,1999
1913322198,Pediatrics,208000000X,VA,2006
1775031267,Internal Medicine,207R00000X,CA,1997
1528108461,Family Medicine,207Q00000X,ME,2006
1146014513,Family Medicine,207Q00000X,DC,2007
1935918726,Otolaryngology,207Y00000X,MT,1993
1764464420,Surgery,208600000X,VA,2001
1461000691,Radiology,2085B0100X,CA,2001
1600777266,Pediatrics,208000000X,TN,1997
1859049334,Psychiatry & Neurology,2084A0401X,FL,2003
1583741743,Pediatrics,208000000X,GA,1991
1654853492,Internal Medicine,207R00000X,TN,2010
1300837089,Anesthesiology,207L00000X,PA,2018
1336265909,Pediatrics,208000000X,CA,2003
1348592654,Family Medicine,207Q00000X,PA,1990
1581635731,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,IL,2004
1487852091,Anesthesiology,207L00000X,PA,2005
1080308426,Pediatrics,208000000X,FL,2012
1845246473,Radiology,2085B0100X,MA,2002
1852974959,Family Medicine,207Q00000X,CA,2011
1565311630,Anesthesiology,207L00000X,CO,2005
1024862645,Psychiatry & Neurology,2084A0401X,NY,2013
1845460116,Internal Medicine,207R00000X,TX,2000
1189408069,Family Medicine,207Q00000X,SC,2010
1360971174,Ophthalmology,207W00000X,IA,2005
1992821839,Urology,208800000X,MI,2013
1241194251,Anesthesiology,207L00000X,IL,2012
1346989373,Psychiatry & Neurology,2084A0401X,IL,2016
1686967252,Orthopaedic Surgery,207X00000X,CA,2017
1818839395,Family Medicine,207Q00000X,ID,2004
1228968743,Family Medicine,207Q00000X,CA,2013
1944878887,Internal Medicine,207R00000X,OK,2013
1687400667,Obstetrics & Gynecology,207V00000X,NC,2003
1630159873,Radiology,2085B0100X,TX,2005
1347268710,Ophthalmology,207W00000X,IN,2012
1982996690,Pediatrics,208000000X,TX,2014
1144203910,Neurological Surgery,207T00000X,TX,2011
1461718722,Surgery,208600000X,OH,2015
1692644127,Psychiatry & Neurology,2084A0401X,TX,2014
1364013668,Family Medicine,207Q00000X,AZ,2015
1200329997,Surgery,208600000X,MD,2011
1026333959,Plastic Surgery,208200000X,WA,2012
1981351103,Anesthesiology,207L00000X,FL,2007
1792867230,Internal Medicine,207R00000X,OK,2013
1718670122,Pathology,207ZB0001X,NY,2019
1499037442,Internal Medicine,207R00000X,FL,2011
1081152856,Ophthalmology,207W00000X,OK,1996
1540768060,Anesthesiology,207L00000X,NH,2007
1981086493,Obstetrics & Gynecology,207V00000X,IL,2009
1693779526,Anesthesiology,207L00000X,CA,2017
1009331988,Internal Medicine,207R00000X,MA,2003
1727614483,Internal Medicine,207R00000X,OR,1998
1685484549,Family Medicine,207Q00000X,IN,1996
1440342610,Radiology,2085B0100X,AL,2009
1249411988,Psychiatry & Neurology,2084A0401X,AZ,2007
1001406523,Emergency Medicine,207P00000X,NY,1992
1161130822,Family Medicine,207Q00000X,CA,2007
1629811765,Anesthesiology,207L00000X,GA,2010
1011468968,Ophthalmology,207W00000X,CA,2008
1366331019,Psychiatry & Neurology,2084A0401X,AZ,2018
1266467137,Internal Medicine,207R00000X,NH,2014
1117948525,Psychiatry & Neurology,2084A0401X,GA,1990
1067987556,Emergency Medicine,207P00000X,LA,1992
1566847541,Family Medicine,207Q00000X,NC,2007
1444936029,Family Medicine,207Q00000X,CA,2015
1293686121,Family Medicine,207Q00000X,PA,2000
1677786273,Surgery,208600000X,WV,2013
1614932006,Obstetrics & Gynecology,207V00000X,TX,1999
1880046127,Pathology,207ZB0001X,PA,1998
1082165675,Family Medicine,207Q00000X,PA,2003
1811679806,Otolaryngology,207Y00000X,OH,2006
1912457060,Internal Medicine,207R00000X,AZ,2014
1447283502,Pediatrics,208000000X,TX,2014
1617428440,Pediatrics,208000000X,WI,2004
1301089037,Psychiatry & Neurology,2084A0401X,OR,2012
1766906766,Allergy & Immunology,207K00000X,TX,1993
1653790257,Emergency Medicine,207P00000X,NY,2005
1257668743,Otolaryngology,207Y00000X,IN,2006
1377192053,Family Medicine,207Q00000X,NY,1991
1075277917,Emergency Medicine,207P00000X,CO,1998
1306127493,Internal Medicine,207R00000X,IL,2009
1865532778,Orthopaedic Surgery,207X00000X,SD,2008
1235830787,Obstetrics & Gynecology,207V00000X,MD,2007
1443555325,Internal Medicine,207R00000X,CA,2015
1949811719,Psychiatry & Neurology,2084A0401X,OH,2006
1247939642,Surgery,208600000X,OK,1996
1139347151,Internal Medicine,207R00000X,VA,1992
1284138454,Internal Medicine,207R00000X,UT,2015
1476754449,Emergency Medicine,207P00000X,IA,2012
1642359875,Ophthalmology,207W00000X,NY,2013
1577515160,Obstetrics & Gynecology,207V00000X,OK,2011
1148191079,Anesthesiology,207L00000X,CA,2008
1486408044,Family Medicine,207Q00000X,MD,2015
1210112037,Pediatrics,208000000X,OR,2002
1300334335,Pediatrics,208000000X,TX,2009
1754731044,Orthopaedic Surgery,207X00000X,TX,1999
1282962574,Pediatrics,208000000X,NC,2005
1629397542,Family Medicine,207Q00000X,IL,1994
1482909458,Dermatology,207N00000X,GA,1986
1655075335,Orthopaedic Surgery,207X00000X,IL,2003
1246936326,Internal Medicine,207R00000X,TX,2008
1934506605,Surgery,208600000X,GA,2000
1487757605,Psychiatry & Neurology,2084A0401X,IA,2010
1638831762,Internal Medicine,207R00000X,LA,2010
1420293064,Internal Medicine,207R00000X,GA,2016
1432972184,Family Medicine,207Q00000X,MD,2000
1456565013,Pediatrics,208000000X,OK,2008
1257169650,Internal Medicine,207R00000X,FL,2008
1969094923,Family Medicine,207Q00000X,NJ,2006
1782244010,Obstetrics & Gynecology,207V00000X,GA,2004
1794021364,Internal Medicine,207R00000X,VA,1990
1563212301,Internal Medicine,207R00000X,NC,2013
1767650009,Pediatrics,208000000X,SC,2016
1194360651,Family Medicine,207Q00000X,KY,1993
1725603785,Family Medicine,207Q00000X,IL,1995
1743115077,Anesthesiology,207L00000X,PA,2016
1247427036,Family Medicine,207Q00000X,VA,2010
1387133303,Psychiatry & Neurology,2084A0401X,WV,2012
1588412977,Anesthesiology,207L00000X,TN,1993
1953596412,Pediatrics,208000000X,TN,2011
1202262790,Psychiatry & Neurology,2084A0401X,MN,1992
1193001215,Pediatrics,208000000X,WI,1999
1011873514,Anesthesiology,207L00000X,CO,1992
1063719326,Internal Medicine,207R00000X,KY,2015
1998801975,Orthopaedic Surgery,207X00000X,TN,2016
1592061570,Family Medicine,207Q00000X,IL,2004
1889820464,Family Medicine,207Q00000X,CA,2012
1654433675,Internal Medicine,207R00000X,NC,2012
1950228332,Psychiatry & Neurology,2084A0401X,FL,2005
1351043546,Pathology,207ZB0001X,VA,2016
1483312637,Anesthesiology,207L00000X,OH,2006
1679000210,Internal Medicine,207R00000X,KY,2007
1627997798,Family Medicine,207Q00000X,NY,2013
1744564570,Internal Medicine,207R00000X,NY,2013
1745777478,Internal Medicine,207R00000X,IL,2000
1624535195,Family Medicine,207Q00000X,TX,2012
1346475308,Internal Medicine,207R00000X,AL,2013
1936668924,Radiology,2085B0100X,AR,1997
1154801504,Pediatrics,208000000X,MI,1999
1092260052,Obstetrics & Gynecology,207V00000X,NC,1999
1115409819,Internal Medicine,207R00000X,OR,2005
1469556207,Family Medicine,207Q00000X,OH,2011
1859845723,Internal Medicine,207R00000X,CA,2005
1726812872,Pathology,207ZB0001X,GA,2011
1539282628,Psychiatry & Neurology,2084A0401X,NV,1998
1249590179,Dermatology,207N00000X,IN,2011
1540673781,Family Medicine,207Q00000X,GA,2001
1937405292,Pediatrics,208000000X,CA,1996
1101253072,Internal Medicine,207R00000X,AL,2013
1206268868,Obstetrics & Gynecology,207V00000X,TX,2004
1300779323,Surgery,208600000X,IA,2004
1316287816,Internal Medicine,207R00000X,OH,2019
1351259126,Internal Medicine,207R00000X,OH,1995
1334086307,Pediatrics,208000000X,TX,2005
1915981959,Family Medicine,207Q00000X,NY,2009
1963683846,Allergy & Immunology,207K00000X,IN,2010
1362592689,Pediatrics,208000000X,WA,2009
1603212097,Family Medicine,207Q00000X,MO,2012
1326759622,Anesthesiology,207L00000X,NM,2011
1259626764,Internal Medicine,207R00000X,KY,2003
1080161205,Pediatrics,208000000X,NY,2006
1207372123,Anesthesiology,207L00000X,LA,2016
1270931458,Family Medicine,207Q00000X,GA,2010
1703879514,Surgery,208600000X,CO,2013
1436014116,Surgery,208600000X,FL,2006
1499934655,Internal Medicine,207R00000X,NC,2011
1351429752,Pediatrics,208000000X,CA,2016
1697208662,Psychiatry & Neurology,2084A0401X,IN,2011
1462698071,Obstetrics & Gynecology,207V00000X,MA,2001
1595148234,Obstetrics & Gynecology,207V00000X,AR,2005
1348706734,Plastic Surgery,208200000X,MA,2004
1339800652,Internal Medicine,207R00000X,WI,2016
1371194816,Obstetrics & Gynecology,207V00000X,MO,1998
1294668128,Internal Medicine,207R00000X,TX,2012
1546107057,Pediatrics,208000000X,NY,2003
1069794349,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,CA,2007
1896303314,Pediatrics,208000000X,UT,2020
1816826832,Psychiatry & Neurology,2084A0401X,IN,2011
1419980309,Anesthesiology,207L00000X,MA,2006
1646049993,Orthopaedic Surgery,207X00000X,NY,2006
1211558519,Ophthalmology,207W00000X,NV,2011
1581416223,Radiology,2085B0100X,NY,2010
1471997225,Surgery,208600000X,MA,1995
1157068978,Psychiatry & Neurology,2084A0401X,IA,1996
1773658822,Anesthesiology,207L00000X,MA,2004
1797138959,Internal Medicine,207R00000X,CA,1995
1893367569,Internal Medicine,207R00000X,CA,2008
1419844612,Family Medicine,207Q00000X,IL,2008
1539197487,Obstetrics & Gynecology,207V00000X,SC,2011
1938278706,Psychiatry & Neurology,2084A0401X,MD,2004
1396895363,Ophthalmology,207W00000X,TX,2007
1526183177,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,CO,2004
1741162121,Anesthesiology,207L00000X,SC,2014
1756919480,Surgery,208600000X,MO,1988
1109659643,Otolaryngology,207Y00000X,CA,2018
1696367675,Internal Medicine,207R00000X,FL,2007
1631046509,Ophthalmology,207W00000X,MA,2001
1771464504,Emergency Medicine,207P00000X,VA,2001
1180558458,Internal Medicine,207R00000X,NV,2012
1179815158,Anesthesiology,207L00000X,MD,2012
1215809538,Orthopaedic Surgery,207X00000X,TX,1996
1039576453,Emergency Medicine,207P00000X,OH,2016
1352082121,Obstetrics & Gynecology,207V00000X,MI,2018
1231602396,Orthopaedic Surgery,207X00000X,ID,2009
1465079618,Pediatrics,208000000X,CA,2001
1641940600,Pediatrics,208000000X,MA,2013
1063328201,Internal Medicine,207R00000X,CA,2008
1191738453,Pediatrics,208000000X,HI,2004
1681933796,Obstetrics & Gynecology,207V00000X,OK,2008
1410511376,Emergency Medicine,207P00000X,WA,2014
1726719754,Internal Medicine,207R00000X,MO,2018
1883894309,Family Medicine,207Q00000X,OH,2016
1107548947,Internal Medicine,207R00000X,MO,2016
1598646978,Emergency Medicine,207P00000X,MO,2006
1279885663,Surgery,208600000X,MD,2012
1520859434,Plastic Surgery,208200000X,TN,2014
1257122279,Pediatrics,208000000X,CA,2015
1968046437,Emergency Medicine,207P00000X,FL,2002
1081314050,Anesthesiology,207L00000X,NY,2003
1162324184,Internal Medicine,207R00000X,TX,2007
1134381106,Internal Medicine,207R00000X,OH,2013
1114624574,Pediatrics,208000000X,WI,2015
1859831103,Surgery,208600000X,NY,2012
1263974242,Internal Medicine,207R00000X,NC,2012
1527892818,Radiology,2085B0100X,FL,1997
1519562106,Surgery,208600000X,AL,2011
1600436236,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,MS,2005
1322343009,Psychiatry & Neurology,2084A0401X,MI,2010
1491193300,Internal Medicine,207R00000X,WI,1999
1373753627,Internal Medicine,207R00000X,NJ,2014
1715961797,Pediatrics,208000000X,UT,1996
1792701520,Internal Medicine,207R00000X,NJ,2003
1984790497,Pathology,207ZB0001X,OR,2015
1610576732,Psychiatry & Neurology,2084A0401X,CA,2009
1173742119,Obstetrics & Gynecology,207V00000X,OK,2018
1747532756,Family Medicine,207Q00000X,IN,2014
1018927628,Internal Medicine,207R00000X,CA,2000
1363075742,Orthopaedic Surgery,207X00000X,MI,1987
1882919594,Anesthesiology,207L00000X,NY,1993
1736865829,Radiology,2085B0100X,MN,1995
1712739014,Family Medicine,207Q00000X,VA,2013
1476011360,Family Medicine,207Q00000X,OR,1999
1991578638,Internal Medicine,207R00000X,CA,2000
1602016093,Internal Medicine,207R00000X,LA,2012
1372454136,Physical Medicine & Rehabilitation,208100000X,CA,2011
1618125813,Internal Medicine,207R00000X,CA,2011
1162838811,Dermatology,207N00000X,CA,2005
1936199862,Internal Medicine,207R00000X,CA,1995
1616383190,Family Medicine,207Q00000X,MI,2009
1700916335,Obstetrics & Gynecology,207V00000X,KS,2013
1059209134,Surgery,208600000X,MN,2006
1473862443,Family Medicine,207Q00000X,OH,2011
1354567723,Emergency Medicine,207P00000X,MI,2013
1599038886,Internal Medicine,207R00000X,AK,1989
1992801971,Family Medicine,207Q00000X,TX,2014
1376088039,Pediatrics,208000000X,CA,2017
1811776248,Internal Medicine,207R00000X,CA,2008
1218075087,Pediatrics,208000000X,MN,2011
1895741951,Obstetrics & Gynecology,207V00000X,CT,2008
1621758840,Allergy & Immunology,207K00000X,TX,1999
1186110684,Family Medicine,207Q00000X,MA,2013
1057356028,Internal Medicine,207R00000X,NY,2008
1703903231,Allergy & Immunology,207K00000X,NJ,2008
1970471813,Family Medicine,207Q00000X,WI,2011
1821480781,Anesthesiology,207L00000X,IL,2009
1195769371,Orthopaedic Surgery,207X00000X,MA,2012
1487326013,Pediatrics,208000000X,PA,2014
1185970039,Anesthesiology,207L00000X,NC,2013
1301724286,Urology,208800000X,TX,2001
1508489139,Obstetrics & Gynecology,207V00000X,TX,1996
1652866678,Ophthalmology,207W00000X,NE,2004
1821303405,Family Medicine,207Q00000X,AL,1988
1407997133,Psychiatry & Neurology,2084A0401X,MA,2015
1742014636,Family Medicine,207Q00000X,WY,2007
1934408968,Internal Medicine,207R00000X,WA,2004
1042785620,Family Medicine,207Q00000X,AZ,1994
1371344619,Orthopaedic Surgery,207X00000X,CA,2015
1307506638,Obstetrics & Gynecology,207V00000X,PA,2011
1731418194,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,KS,2011
1481490294,Pediatrics,208000000X,MI,1987
1339950804,Pediatrics,208000000X,NJ,1998
1664435579,Dermatology,207N00000X,NC,2014
1155386422,Internal Medicine,207R00000X,TX,2005
1981664471,Anesthesiology,207L00000X,MS,2014
1502424314,Otolaryngology,207Y00000X,CA,2006
1948770320,Psychiatry & Neurology,2084A0401X,TX,2017
1874294014,Family Medicine,207Q00000X,CT,2001
1539929160,Pediatrics,208000000X,AL,2013
1169195405,Orthopaedic Surgery,207X00000X,SC,2008
1786259204,Orthopaedic Surgery,207X00000X,NC,2009
1079037143,Psychiatry & Neurology,2084A0401X,AZ,2009
1825277761,Anesthesiology,207L00000X,PA,2000
1651451282,Family Medicine,207Q00000X,KS,2009
1834009064,Internal Medicine,207R00000X,NC,2004
1810156095,Pediatrics,208000000X,NY,2015
1517910059,Nuclear Medicine,207U00000X,NC,2009
1232792493,Internal Medicine,207R00000X,OK,1996
1745311682,Pediatrics,208000000X,NJ,2002
1737948475,Family Medicine,207Q00000X,IL,2009
1453601050,Orthopaedic Surgery,207X00000X,AZ,2009
1693013736,Anesthesiology,207L00000X,NY,2013
1713034787,Internal Medicine,207R00000X,MA,2004
1512688080,Emergency Medicine,207P00000X,IL,2009
1318494113,Pediatrics,208000000X,WI,2003
1268992843,Family Medicine,207Q00000X,IL,2008
1600872745,Pathology,207ZB0001X,AR,1991
1364891360,Emergency Medicine,207P00000X,NY,2009
1136411935,Internal Medicine,207R00000X,CA,1989
1827190368,Dermatology,207N00000X,SD,2016
1141878946,Orthopaedic Surgery,207X00000X,FL,1998
1569372224,Psychiatry & Neurology,2084A0401X,TX,2007
1672090028,Internal Medicine,207R00000X,NJ,2014
1255873410,Orthopaedic Surgery,207X00000X,TX,1995
1398571210,Emergency Medicine,207P00000X,NV,2000
1187281062,Family Medicine,207Q00000X,OK,2010
1041550207,Psychiatry & Neurology,2084A0401X,FL,2016
1245544667,Obstetrics & Gynecology,207V00000X,MO,2005
1020126730,Plastic Surgery,208200000X,FL,1992
1227325705,Internal Medicine,207R00000X,MO,2014
1392301812,Psychiatry & Neurology,2084A0401X,IN,2006
1120685957,Internal Medicine,207R00000X,GA,2003
1859851101,Psychiatry & Neurology,2084A0401X,FL,1995
1792430377,Family Medicine,207Q00000X,MO,2006
1951670987,Pathology,207ZB0001X,MN,2014
1279371961,Obstetrics & Gynecology,207V00000X,TX,2007
1849526839,Plastic Surgery,208200000X,CT,2010
1053644971,Pediatrics,208000000X,AK,2002
1641966324,Family Medicine,207Q00000X,NH,2007
1250346024,Orthopaedic Surgery,207X00000X,CA,1992
1671029159,Pediatrics,208000000X,NY,2014
1386490233,Internal Medicine,207R00000X,FL,2006
1356115307,Family Medicine,207Q00000X,NJ,2010
1384143974,Emergency Medicine,207P00000X,AZ,2008
1405947635,Psychiatry & Neurology,2084A0401X,OH,2005
1552734083,Family Medicine,207Q00000X,MI,1996
1086302431,Pathology,207ZB0001X,GA,1993
1702174263,Internal Medicine,207R00000X,WI,2010
1904610619,Ophthalmology,207W00000X,NY,2002
1840149888,Internal Medicine,207R00000X,TX,2006
1864618610,Emergency Medicine,207P00000X,AL,2010
1269463612,Surgery,208600000X,NJ,2006
1450368604,Pediatrics,208000000X,OH,1991
1729385371,Dermatology,207N00000X,WV,2006
1373772734,Pediatrics,208000000X,CA,2010
1346597515,Pediatrics,208000000X,AR,2010
1640810192,Family Medicine,207Q00000X,ID,2003
1872818749,Psychiatry & Neurology,2084A0401X,CO,2018
1807689363,Internal Medicine,207R00000X,WA,1996
1124221882,Pediatrics,208000000X,SD,2008
1628834503,Family Medicine,207Q00000X,VA,2009
1648543654,Family Medicine,207Q00000X,MO,2015
1300721267,Internal Medicine,207R00000X,CA,2005
1927089056,Pediatrics,208000000X,FL,2016
1306149208,Ophthalmology,207W00000X,MS,2007
1715796821,Pediatrics,208000000X,FL,2003
1770995607,Internal Medicine,207R00000X,NE,2015
1005643899,Emergency Medicine,207P00000X,NM,2001
1858675071,Internal Medicine,207R00000X,CA,2012
1148931409,Obstetrics & Gynecology,207V00000X,OH,2005
1787590789,Family Medicine,207Q00000X,VA,2000
1036226417,Internal Medicine,207R00000X,TX,1998
1473927972,Internal Medicine,207R00000X,FL,2008
1265097620,Family Medicine,207Q00000X,MA,2007
1272381967,Family Medicine,207Q00000X,TX,2018
1402380269,Obstetrics & Gynecology,207V00000X,GA,1996
1021403534,Psychiatry & Neurology,2084A0401X,OK,2004
1998573848,Internal Medicine,207R00000X,WA,2015
1013768944,Pediatrics,208000000X,MO,2011
1137910794,Emergency Medicine,207P00000X,NJ,2007
1336367861,Internal Medicine,207R00000X,FL,2008
1214449484,Internal Medicine,207R00000X,VA,2003
1263017281,Family Medicine,207Q00000X,CA,2016
1601068509,Internal Medicine,207R00000X,AZ,1997
1226837635,Surgery,208600000X,CA,2011
1233846819,Internal Medicine,207R00000X,OH,2007
1464961097,Family Medicine,207Q00000X,MN,2003
1857553287,Dermatology,207N00000X,CA,2009
1900925557,Internal Medicine,207R00000X,MO,2004
1504542824,Pediatrics,208000000X,MO,2014
1347127833,Family Medicine,207Q00000X,FL,2012
1664458159,Pediatrics,208000000X,NC,2015
1122304953,Radiology,2085B0100X,IL,2009
1801259718,Anesthesiology,207L00000X,CO,2015
1918993456,Internal Medicine,207R00000X,OH,2011
1856907344,Surgery,208600000X,CA,2015
